name,ratio,p.adj,sig,cond,day,role
AP1M2,0.313,0.895,FALSE,dKvsGFP,15,
ARAP1,0.14,0.895,FALSE,dKvsGFP,15,
CORO2A,0.174,0.895,FALSE,dKvsGFP,15,
HSD17B7,0.123,0.895,FALSE,dKvsGFP,15,
LARP1,0.146,0.895,FALSE,dKvsGFP,15,
PAFAH1B1,-0.301,0.895,FALSE,dKvsGFP,15,
PDIA3,-0.233,0.895,FALSE,dKvsGFP,15,
PGM2L1,0.28,0.895,FALSE,dKvsGFP,15,
PRKDC,-0.137,0.895,FALSE,dKvsGFP,15,
SRSF6,-0.15,0.895,FALSE,dKvsGFP,15,
TWF2,0.174,0.895,FALSE,dKvsGFP,15,
ZNF532,0.159,0.895,FALSE,dKvsGFP,15,
ARHGEF1,0.152,0.896,FALSE,dKvsGFP,15,
BMP1,0.614,0.896,FALSE,dKvsGFP,15,
BUD31,-0.292,0.896,FALSE,dKvsGFP,15,
DAK,0.172,0.896,FALSE,dKvsGFP,15,
DCAKD,0.106,0.896,FALSE,dKvsGFP,15,
DDX17,-0.127,0.896,FALSE,dKvsGFP,15,
DNAAF5,-0.187,0.896,FALSE,dKvsGFP,15,
FLII,0.138,0.896,FALSE,dKvsGFP,15,
MAT2B,0.288,0.896,FALSE,dKvsGFP,15,
NOMO1,0.753,0.896,FALSE,dKvsGFP,15,
PLIN3,-0.263,0.896,FALSE,dKvsGFP,15,
PRUNE,0.199,0.896,FALSE,dKvsGFP,15,
RPL9,-0.1,0.896,FALSE,dKvsGFP,15,
SART3,-0.32,0.896,FALSE,dKvsGFP,15,
SNRPA,0.215,0.896,FALSE,dKvsGFP,15,
SPTLC2,-0.163,0.896,FALSE,dKvsGFP,15,
ARGLU1,-0.144,0.897,FALSE,dKvsGFP,15,
BCCIP,-0.225,0.897,FALSE,dKvsGFP,15,
CRYAB,0.338,0.897,FALSE,dKvsGFP,15,
CTR9,-0.187,0.897,FALSE,dKvsGFP,15,
DPYSL2,-0.209,0.897,FALSE,dKvsGFP,15,
HLCS,0.271,0.897,FALSE,dKvsGFP,15,
HNRNPF,0.164,0.897,FALSE,dKvsGFP,15,
HSDL1,0.155,0.897,FALSE,dKvsGFP,15,
IDH1,-0.302,0.897,FALSE,dKvsGFP,15,
MCCC2,0.301,0.897,FALSE,dKvsGFP,15,
MRPL13,0.132,0.897,FALSE,dKvsGFP,15,
MTHFD1L,-0.262,0.897,FALSE,dKvsGFP,15,
MYOM1,0.98,0.897,FALSE,dKvsGFP,15,
NUBP2,0.114,0.897,FALSE,dKvsGFP,15,
POGZ,0.135,0.897,FALSE,dKvsGFP,15,
PPA1,0.178,0.897,FALSE,dKvsGFP,15,
RAB13,-0.133,0.897,FALSE,dKvsGFP,15,
SERPINB6,0.352,0.897,FALSE,dKvsGFP,15,
SMARCB1,0.239,0.897,FALSE,dKvsGFP,15,
YTHDF1,0.182,0.897,FALSE,dKvsGFP,15,
ACTL6A,-0.267,0.898,FALSE,dKvsGFP,15,
DNAJB11,0.14,0.898,FALSE,dKvsGFP,15,
EIF3H,-0.192,0.898,FALSE,dKvsGFP,15,
GBF1,-0.148,0.898,FALSE,dKvsGFP,15,
HEXIM1,-0.241,0.898,FALSE,dKvsGFP,15,
IFI16,-0.62,0.898,FALSE,dKvsGFP,15,
KDELC1,-0.242,0.898,FALSE,dKvsGFP,15,
KIF1C,0.15,0.898,FALSE,dKvsGFP,15,
PFN1,-0.358,0.898,FALSE,dKvsGFP,15,
PPP2R1A,-0.238,0.898,FALSE,dKvsGFP,15,
PRDX5,-0.144,0.898,FALSE,dKvsGFP,15,
PRPF31,-0.12,0.898,FALSE,dKvsGFP,15,
RPS15A,0.118,0.898,FALSE,dKvsGFP,15,
SUN1,0.113,0.898,FALSE,dKvsGFP,15,
TARS,-0.243,0.898,FALSE,dKvsGFP,15,
TGFBI,-0.592,0.898,FALSE,dKvsGFP,15,
TMEM41B,0.284,0.898,FALSE,dKvsGFP,15,
DDX20,-0.252,0.899,FALSE,dKvsGFP,15,
DHX29,-0.351,0.899,FALSE,dKvsGFP,15,
EIF4A2,0.145,0.899,FALSE,dKvsGFP,15,
FAM120A,-0.176,0.899,FALSE,dKvsGFP,15,
IGF2BP3,-0.0833,0.899,FALSE,dKvsGFP,15,
JMJD1C,0.236,0.899,FALSE,dKvsGFP,15,
KPNA2,-0.163,0.899,FALSE,dKvsGFP,15,
LRBA,0.127,0.899,FALSE,dKvsGFP,15,
MRPL30,-0.125,0.899,FALSE,dKvsGFP,15,
P07093-2,-0.229,0.899,FALSE,dKvsGFP,15,
PAPSS2,0.162,0.899,FALSE,dKvsGFP,15,
PARP1,-0.181,0.899,FALSE,dKvsGFP,15,
RAB14,-0.141,0.899,FALSE,dKvsGFP,15,
RHEB,-0.122,0.899,FALSE,dKvsGFP,15,
RTCA,-0.114,0.899,FALSE,dKvsGFP,15,
RTF1,0.531,0.899,FALSE,dKvsGFP,15,
SDCBP,-0.233,0.899,FALSE,dKvsGFP,15,
SLC25A12,0.216,0.899,FALSE,dKvsGFP,15,
SMARCE1,0.479,0.899,FALSE,dKvsGFP,15,
TAF5,0.281,0.899,FALSE,dKvsGFP,15,
TCOF1,-0.273,0.899,FALSE,dKvsGFP,15,
TUBB4A,0.312,0.899,FALSE,dKvsGFP,15,
ZMYM2,0.186,0.899,FALSE,dKvsGFP,15,
DKFZp779D0968,0.501,0.9,FALSE,dKvsGFP,15,
DNMT1,-0.424,0.9,FALSE,dKvsGFP,15,
EPPK1,0.547,0.9,FALSE,dKvsGFP,15,
LEO1,-0.209,0.9,FALSE,dKvsGFP,15,
LIG4,0.568,0.9,FALSE,dKvsGFP,15,
MSH3,-0.158,0.9,FALSE,dKvsGFP,15,
MTA2,-0.15,0.9,FALSE,dKvsGFP,15,
OLA1,-0.201,0.9,FALSE,dKvsGFP,15,
OXSR1,0.113,0.9,FALSE,dKvsGFP,15,
RCL1,-0.183,0.9,FALSE,dKvsGFP,15,
SCAF11,0.393,0.9,FALSE,dKvsGFP,15,
SMTN,-0.292,0.9,FALSE,dKvsGFP,15,
SRSF4,0.2,0.9,FALSE,dKvsGFP,15,
TMSB10,0.417,0.9,FALSE,dKvsGFP,15,
TPP2,0.173,0.9,FALSE,dKvsGFP,15,
UBR4,-0.0851,0.9,FALSE,dKvsGFP,15,
APPL1,0.096,0.901,FALSE,dKvsGFP,15,
DECR1,0.154,0.901,FALSE,dKvsGFP,15,
ERLIN2,-0.169,0.901,FALSE,dKvsGFP,15,
HDLBP,0.134,0.901,FALSE,dKvsGFP,15,
MAP4,0.207,0.901,FALSE,dKvsGFP,15,
NIP7,-0.194,0.901,FALSE,dKvsGFP,15,
NPEPPS,0.114,0.901,FALSE,dKvsGFP,15,
PPP6C,-0.173,0.901,FALSE,dKvsGFP,15,
RAB3GAP2,-0.23,0.901,FALSE,dKvsGFP,15,
RPS27A,-0.151,0.901,FALSE,dKvsGFP,15,
TAF6,-0.241,0.901,FALSE,dKvsGFP,15,
TUBB2A,-0.198,0.901,FALSE,dKvsGFP,15,
YIF1A,0.152,0.901,FALSE,dKvsGFP,15,
ALDH16A1,0.162,0.902,FALSE,dKvsGFP,15,
BANF1,0.294,0.902,FALSE,dKvsGFP,15,
BTF3,0.157,0.902,FALSE,dKvsGFP,15,
CERS2,0.192,0.902,FALSE,dKvsGFP,15,
DHX38,0.26,0.902,FALSE,dKvsGFP,15,
DPF3,0.186,0.902,FALSE,dKvsGFP,15,
ENTPD5,0.267,0.902,FALSE,dKvsGFP,15,
EXOSC5,0.558,0.902,FALSE,dKvsGFP,15,
HK2,-0.113,0.902,FALSE,dKvsGFP,15,
IPO5,0.147,0.902,FALSE,dKvsGFP,15,
KIF20B,0.249,0.902,FALSE,dKvsGFP,15,
MVP,0.23,0.902,FALSE,dKvsGFP,15,
PBLD,0.158,0.902,FALSE,dKvsGFP,15,
PGK1,-0.268,0.902,FALSE,dKvsGFP,15,
RAD50,-0.117,0.902,FALSE,dKvsGFP,15,
S100A11,0.183,0.902,FALSE,dKvsGFP,15,
SEC24C,0.114,0.902,FALSE,dKvsGFP,15,
SF3B4,-0.231,0.902,FALSE,dKvsGFP,15,
SREK1IP1,-0.199,0.902,FALSE,dKvsGFP,15,
SYMPK,-0.193,0.902,FALSE,dKvsGFP,15,
TRA2B,-0.149,0.902,FALSE,dKvsGFP,15,
ADAMTS19,-0.875,0.903,FALSE,dKvsGFP,15,
CALD1,0.266,0.903,FALSE,dKvsGFP,15,
COL5A1,0.548,0.903,FALSE,dKvsGFP,15,
DDX19A.1,0.0929,0.903,FALSE,dKvsGFP,15,
EIF2S1,-0.0905,0.903,FALSE,dKvsGFP,15,
ELP3,-0.615,0.903,FALSE,dKvsGFP,15,
LOXL2,-0.554,0.903,FALSE,dKvsGFP,15,
LRPAP1,0.206,0.903,FALSE,dKvsGFP,15,
OGDH,-0.384,0.903,FALSE,dKvsGFP,15,
PRMT5,-0.274,0.903,FALSE,dKvsGFP,15,
RPL37A,-0.153,0.903,FALSE,dKvsGFP,15,
TXNDC12,0.194,0.903,FALSE,dKvsGFP,15,
UBXN7,-0.15,0.903,FALSE,dKvsGFP,15,
ARHGEF2,0.121,0.904,FALSE,dKvsGFP,15,
ARID3B,-0.354,0.904,FALSE,dKvsGFP,15,
ATP5O,0.119,0.904,FALSE,dKvsGFP,15,
CEP85,0.238,0.904,FALSE,dKvsGFP,15,
CRABP1,-0.461,0.904,FALSE,dKvsGFP,15,
CRYL1,0.39,0.904,FALSE,dKvsGFP,15,
FXR2,0.148,0.904,FALSE,dKvsGFP,15,
LASP1,0.276,0.904,FALSE,dKvsGFP,15,
NONO,0.186,0.904,FALSE,dKvsGFP,15,
PABPC1,0.179,0.904,FALSE,dKvsGFP,15,
PHB,0.0863,0.904,FALSE,dKvsGFP,15,
RPF2,-0.171,0.904,FALSE,dKvsGFP,15,
SDR39U1,0.135,0.904,FALSE,dKvsGFP,15,
TARDBP,0.115,0.904,FALSE,dKvsGFP,15,
UBAP2,0.196,0.904,FALSE,dKvsGFP,15,
ADD3,-0.107,0.905,FALSE,dKvsGFP,15,
ATP5C1,0.133,0.905,FALSE,dKvsGFP,15,
CORO1C,-0.214,0.905,FALSE,dKvsGFP,15,
DRG1,-0.116,0.905,FALSE,dKvsGFP,15,
HSP90AB1,0.0769,0.905,FALSE,dKvsGFP,15,
MBNL1,-0.163,0.905,FALSE,dKvsGFP,15,
P46934-4,-0.123,0.905,FALSE,dKvsGFP,15,
PARVA,0.165,0.905,FALSE,dKvsGFP,15,
PDHX,0.182,0.905,FALSE,dKvsGFP,15,
PLOD1,0.148,0.905,FALSE,dKvsGFP,15,
PMPCB,-0.177,0.905,FALSE,dKvsGFP,15,
RAP1B,-0.28,0.905,FALSE,dKvsGFP,15,
RBBP9,0.18,0.905,FALSE,dKvsGFP,15,
RPS7,-0.0699,0.905,FALSE,dKvsGFP,15,
SET,0.288,0.905,FALSE,dKvsGFP,15,
SF3A1,-0.209,0.905,FALSE,dKvsGFP,15,
UTP14A,0.213,0.905,FALSE,dKvsGFP,15,
ZC3H11A,0.116,0.905,FALSE,dKvsGFP,15,
ZYX,0.217,0.905,FALSE,dKvsGFP,15,
ACO1,0.161,0.906,FALSE,dKvsGFP,15,
C17orf85,-0.171,0.906,FALSE,dKvsGFP,15,
DHCR24,-0.192,0.906,FALSE,dKvsGFP,15,
EDC4,-0.122,0.906,FALSE,dKvsGFP,15,
ETF1,0.14,0.906,FALSE,dKvsGFP,15,
FGA,0.3,0.906,FALSE,dKvsGFP,15,
GCN1L1,-0.0952,0.906,FALSE,dKvsGFP,15,
GTF2F2,0.16,0.906,FALSE,dKvsGFP,15,
KIF2A,-0.101,0.906,FALSE,dKvsGFP,15,
LIMA1,0.146,0.906,FALSE,dKvsGFP,15,
MRPL37,-0.142,0.906,FALSE,dKvsGFP,15,
NCLN,-0.129,0.906,FALSE,dKvsGFP,15,
PPCS,0.183,0.906,FALSE,dKvsGFP,15,
RPS18,-0.206,0.906,FALSE,dKvsGFP,15,
SPCS3,0.167,0.906,FALSE,dKvsGFP,15,
SULT1E1,0.232,0.906,FALSE,dKvsGFP,15,
UBA5,-0.179,0.906,FALSE,dKvsGFP,15,
C16orf58,0.127,0.907,FALSE,dKvsGFP,15,
CAD,-0.138,0.907,FALSE,dKvsGFP,15,
CDK5,-0.114,0.907,FALSE,dKvsGFP,15,
DDX3X,0.0966,0.907,FALSE,dKvsGFP,15,
FMO1,-0.212,0.907,FALSE,dKvsGFP,15,
GLMN,0.0932,0.907,FALSE,dKvsGFP,15,
ILKAP,-0.17,0.907,FALSE,dKvsGFP,15,
IMP4,-0.176,0.907,FALSE,dKvsGFP,15,
LRP1,-0.472,0.907,FALSE,dKvsGFP,15,
MED28,0.222,0.907,FALSE,dKvsGFP,15,
NEK9,0.128,0.907,FALSE,dKvsGFP,15,
NME1-NME2,0.283,0.907,FALSE,dKvsGFP,15,
PEX11B,-0.108,0.907,FALSE,dKvsGFP,15,
PTBP1,0.15,0.907,FALSE,dKvsGFP,15,
SEPT7,-0.119,0.907,FALSE,dKvsGFP,15,
SLC25A6,0.14,0.907,FALSE,dKvsGFP,15,
SON,-0.158,0.907,FALSE,dKvsGFP,15,
SRP68,-0.16,0.907,FALSE,dKvsGFP,15,
VPS51,-0.38,0.907,FALSE,dKvsGFP,15,
ARF5,-0.0898,0.908,FALSE,dKvsGFP,15,
CANX,0.132,0.908,FALSE,dKvsGFP,15,
CNN2,0.0984,0.908,FALSE,dKvsGFP,15,
COQ6,-0.145,0.908,FALSE,dKvsGFP,15,
DCDC2,0.125,0.908,FALSE,dKvsGFP,15,
DHFR,0.137,0.908,FALSE,dKvsGFP,15,
DIDO1,0.419,0.908,FALSE,dKvsGFP,15,
EP300,0.216,0.908,FALSE,dKvsGFP,15,
EPB41L3,0.123,0.908,FALSE,dKvsGFP,15,
GSTP1,-0.211,0.908,FALSE,dKvsGFP,15,
HINT2,-0.227,0.908,FALSE,dKvsGFP,15,
L3MBTL2,0.27,0.908,FALSE,dKvsGFP,15,
LLGL1,-0.133,0.908,FALSE,dKvsGFP,15,
MDN1,-0.73,0.908,FALSE,dKvsGFP,15,
MPC2,0.251,0.908,FALSE,dKvsGFP,15,
POR,-0.274,0.908,FALSE,dKvsGFP,15,
PTPRF,0.258,0.908,FALSE,dKvsGFP,15,
TP53RK,-0.123,0.908,FALSE,dKvsGFP,15,
UBA2,-0.12,0.908,FALSE,dKvsGFP,15,
VDAC3,0.175,0.908,FALSE,dKvsGFP,15,
ACIN1,-0.238,0.909,FALSE,dKvsGFP,15,
EIF4G2,-0.206,0.909,FALSE,dKvsGFP,15,
FBRSL1,0.267,0.909,FALSE,dKvsGFP,15,
KRT5,-0.38,0.909,FALSE,dKvsGFP,15,
MCCC1,0.242,0.909,FALSE,dKvsGFP,15,
NDUFS1,0.113,0.909,FALSE,dKvsGFP,15,
NUCB1,0.148,0.909,FALSE,dKvsGFP,15,
PFKP,0.138,0.909,FALSE,dKvsGFP,15,
PSMA1,0.244,0.909,FALSE,dKvsGFP,15,
RBM39,-0.0897,0.909,FALSE,dKvsGFP,15,
RPS15,0.11,0.909,FALSE,dKvsGFP,15,
RPS23,0.0793,0.909,FALSE,dKvsGFP,15,
TAGLN2,-0.388,0.909,FALSE,dKvsGFP,15,
CKB,-0.157,0.91,FALSE,dKvsGFP,15,
DHX36,-0.176,0.91,FALSE,dKvsGFP,15,
DLD,0.19,0.91,FALSE,dKvsGFP,15,
DNM2,-0.0756,0.91,FALSE,dKvsGFP,15,
EIF4G1,-0.177,0.91,FALSE,dKvsGFP,15,
FAM172A,-0.18,0.91,FALSE,dKvsGFP,15,
MTFP1,0.114,0.91,FALSE,dKvsGFP,15,
PRPSAP1,-0.113,0.91,FALSE,dKvsGFP,15,
RAB2A,-0.11,0.91,FALSE,dKvsGFP,15,
RAVER2,-0.182,0.91,FALSE,dKvsGFP,15,
RPS20,-0.105,0.91,FALSE,dKvsGFP,15,
SH3GLB1,-0.169,0.91,FALSE,dKvsGFP,15,
SMC1A,-0.0736,0.91,FALSE,dKvsGFP,15,
AP3S1,0.111,0.911,FALSE,dKvsGFP,15,
CHST14,-0.232,0.911,FALSE,dKvsGFP,15,
COX4I1,-0.265,0.911,FALSE,dKvsGFP,15,
EZR,-0.267,0.911,FALSE,dKvsGFP,15,
FLG2,0.382,0.911,FALSE,dKvsGFP,15,
KIAA1598,0.483,0.911,FALSE,dKvsGFP,15,
KIF13B,0.18,0.911,FALSE,dKvsGFP,15,
MAP7,0.642,0.911,FALSE,dKvsGFP,15,
MRPS9,0.147,0.911,FALSE,dKvsGFP,15,
NAA35,0.139,0.911,FALSE,dKvsGFP,15,
PGAM5,0.102,0.911,FALSE,dKvsGFP,15,
PSMA4,-0.15,0.911,FALSE,dKvsGFP,15,
RELA,-0.102,0.911,FALSE,dKvsGFP,15,
SCD,-0.0834,0.911,FALSE,dKvsGFP,15,
SEC24A,0.166,0.911,FALSE,dKvsGFP,15,
SERPINA3,-0.295,0.911,FALSE,dKvsGFP,15,
STXBP2,0.169,0.911,FALSE,dKvsGFP,15,
UTP20,0.624,0.911,FALSE,dKvsGFP,15,
UTP6,-0.347,0.911,FALSE,dKvsGFP,15,
VAV2,0.201,0.911,FALSE,dKvsGFP,15,
ACACA,-0.174,0.912,FALSE,dKvsGFP,15,
ALG2,0.0843,0.912,FALSE,dKvsGFP,15,
AP3B1,-0.0686,0.912,FALSE,dKvsGFP,15,
C14orf166,-0.103,0.912,FALSE,dKvsGFP,15,
CYP51A1,0.0897,0.912,FALSE,dKvsGFP,15,
DDX41,-0.11,0.912,FALSE,dKvsGFP,15,
DPCD,-0.0988,0.912,FALSE,dKvsGFP,15,
EIF3A,0.0647,0.912,FALSE,dKvsGFP,15,
EXOC4,-0.0715,0.912,FALSE,dKvsGFP,15,
FTO,-0.159,0.912,FALSE,dKvsGFP,15,
HNRNPL,-0.115,0.912,FALSE,dKvsGFP,15,
KIAA1217,-0.169,0.912,FALSE,dKvsGFP,15,
MRPL20,0.13,0.912,FALSE,dKvsGFP,15,
MSN,-0.512,0.912,FALSE,dKvsGFP,15,
NCBP1,-0.192,0.912,FALSE,dKvsGFP,15,
PKN2,0.0974,0.912,FALSE,dKvsGFP,15,
PLOD3,-0.176,0.912,FALSE,dKvsGFP,15,
PRKAG1,0.094,0.912,FALSE,dKvsGFP,15,
PRPF8,-0.101,0.912,FALSE,dKvsGFP,15,
PRPS1,-0.0916,0.912,FALSE,dKvsGFP,15,
RPS28,0.102,0.912,FALSE,dKvsGFP,15,
SARS2,0.0954,0.912,FALSE,dKvsGFP,15,
SERBP1,0.154,0.912,FALSE,dKvsGFP,15,
SERPINH1,0.104,0.912,FALSE,dKvsGFP,15,
SFXN3,0.166,0.912,FALSE,dKvsGFP,15,
SLC16A3,0.124,0.912,FALSE,dKvsGFP,15,
TMED10,0.12,0.912,FALSE,dKvsGFP,15,
TMEM126A,0.287,0.912,FALSE,dKvsGFP,15,
TRMT1L,-0.574,0.912,FALSE,dKvsGFP,15,
ACOT1,-0.147,0.913,FALSE,dKvsGFP,15,
ANKFY1,-0.11,0.913,FALSE,dKvsGFP,15,
AP2A1,-0.0739,0.913,FALSE,dKvsGFP,15,
AP3M1,-0.0891,0.913,FALSE,dKvsGFP,15,
ARMCX1,-0.151,0.913,FALSE,dKvsGFP,15,
ATAD1,0.115,0.913,FALSE,dKvsGFP,15,
CACYBP,-0.108,0.913,FALSE,dKvsGFP,15,
CHD7,0.434,0.913,FALSE,dKvsGFP,15,
COL2A1,0.415,0.913,FALSE,dKvsGFP,15,
DARS,0.0562,0.913,FALSE,dKvsGFP,15,
DDX54,-0.0954,0.913,FALSE,dKvsGFP,15,
DNAJC13,0.0885,0.913,FALSE,dKvsGFP,15,
DROSHA,-0.211,0.913,FALSE,dKvsGFP,15,
GDI2,0.48,0.913,FALSE,dKvsGFP,15,
HYOU1,0.101,0.913,FALSE,dKvsGFP,15,
IDH3A,0.233,0.913,FALSE,dKvsGFP,15,
ILVBL,0.0824,0.913,FALSE,dKvsGFP,15,
INTS3,-0.108,0.913,FALSE,dKvsGFP,15,
MFGE8,-0.189,0.913,FALSE,dKvsGFP,15,
MGEA5,-0.117,0.913,FALSE,dKvsGFP,15,
MOGS,-0.228,0.913,FALSE,dKvsGFP,15,
MRPS27,0.104,0.913,FALSE,dKvsGFP,15,
PANK4,0.16,0.913,FALSE,dKvsGFP,15,
PI4KA,-0.113,0.913,FALSE,dKvsGFP,15,
PLIN2,0.111,0.913,FALSE,dKvsGFP,15,
RAB1A,0.0821,0.913,FALSE,dKvsGFP,15,
SRSF3,-0.114,0.913,FALSE,dKvsGFP,15,
STIP1,0.416,0.913,FALSE,dKvsGFP,15,
TNK1,-0.292,0.913,FALSE,dKvsGFP,15,
TPI1,-0.38,0.913,FALSE,dKvsGFP,15,
TRNT1,0.109,0.913,FALSE,dKvsGFP,15,
ZRANB2,-0.203,0.913,FALSE,dKvsGFP,15,
ATPAF2,0.123,0.914,FALSE,dKvsGFP,15,
BCKDK,-0.2,0.914,FALSE,dKvsGFP,15,
CHCHD3,0.103,0.914,FALSE,dKvsGFP,15,
CPT1B,0.222,0.914,FALSE,dKvsGFP,15,
FADS1,-0.0963,0.914,FALSE,dKvsGFP,15,
HSPD1,-0.0956,0.914,FALSE,dKvsGFP,15,
KPNB1,-0.118,0.914,FALSE,dKvsGFP,15,
MSTO1,0.18,0.914,FALSE,dKvsGFP,15,
NAV1,-0.224,0.914,FALSE,dKvsGFP,15,
NCOR1,0.188,0.914,FALSE,dKvsGFP,15,
NSDHL,-0.111,0.914,FALSE,dKvsGFP,15,
PDIA5,0.134,0.914,FALSE,dKvsGFP,15,
PSMC4,-0.104,0.914,FALSE,dKvsGFP,15,
RNPS1,0.0992,0.914,FALSE,dKvsGFP,15,
SCAMP1,0.157,0.914,FALSE,dKvsGFP,15,
SNTA1,0.332,0.914,FALSE,dKvsGFP,15,
SNX2,0.13,0.914,FALSE,dKvsGFP,15,
UBE2O,0.115,0.914,FALSE,dKvsGFP,15,
UBR5,0.18,0.914,FALSE,dKvsGFP,15,
AGPAT3,0.173,0.915,FALSE,dKvsGFP,15,
ATP6V0D1,0.229,0.915,FALSE,dKvsGFP,15,
ATRX,0.0883,0.915,FALSE,dKvsGFP,15,
BPHL,0.121,0.915,FALSE,dKvsGFP,15,
CDIPT,0.106,0.915,FALSE,dKvsGFP,15,
DDX47,-0.162,0.915,FALSE,dKvsGFP,15,
DOCK7,0.147,0.915,FALSE,dKvsGFP,15,
EARS2,0.0794,0.915,FALSE,dKvsGFP,15,
HSP90B1,0.0943,0.915,FALSE,dKvsGFP,15,
IRF2BP1,-0.228,0.915,FALSE,dKvsGFP,15,
LMNB1,-0.126,0.915,FALSE,dKvsGFP,15,
NID1,-0.262,0.915,FALSE,dKvsGFP,15,
NSF,-0.0756,0.915,FALSE,dKvsGFP,15,
OCRL,-0.126,0.915,FALSE,dKvsGFP,15,
RAN,0.0691,0.915,FALSE,dKvsGFP,15,
RPRC1,0.133,0.915,FALSE,dKvsGFP,15,
RPS17,-0.222,0.915,FALSE,dKvsGFP,15,
STXBP3,0.0724,0.915,FALSE,dKvsGFP,15,
SUGP1,0.213,0.915,FALSE,dKvsGFP,15,
TBCD,-0.113,0.915,FALSE,dKvsGFP,15,
TMPO,0.177,0.915,FALSE,dKvsGFP,15,
TUBB4B,0.0688,0.915,FALSE,dKvsGFP,15,
WRNIP1,-0.14,0.915,FALSE,dKvsGFP,15,
YWHAB,0.169,0.915,FALSE,dKvsGFP,15,
YWHAQ,-0.0777,0.915,FALSE,dKvsGFP,15,
AFG3L2,0.108,0.916,FALSE,dKvsGFP,15,
ANXA3,0.176,0.916,FALSE,dKvsGFP,15,
COL4A6,-0.468,0.916,FALSE,dKvsGFP,15,
DCAF7,-0.0976,0.916,FALSE,dKvsGFP,15,
EDF1,0.221,0.916,FALSE,dKvsGFP,15,
ERMP1,0.134,0.916,FALSE,dKvsGFP,15,
EXOSC10,0.129,0.916,FALSE,dKvsGFP,15,
FTSJ3,0.0864,0.916,FALSE,dKvsGFP,15,
LARS,-0.0762,0.916,FALSE,dKvsGFP,15,
OSBPL8,-0.0845,0.916,FALSE,dKvsGFP,15,
PCNP,-0.131,0.916,FALSE,dKvsGFP,15,
PIGT,0.216,0.916,FALSE,dKvsGFP,15,
PRPF6,0.0647,0.916,FALSE,dKvsGFP,15,
PSMA7,-0.153,0.916,FALSE,dKvsGFP,15,
PSPC1,0.0863,0.916,FALSE,dKvsGFP,15,
PTK2,-0.0892,0.916,FALSE,dKvsGFP,15,
RNF113A,0.107,0.916,FALSE,dKvsGFP,15,
RPL13A,-0.0585,0.916,FALSE,dKvsGFP,15,
RPL22,-0.0634,0.916,FALSE,dKvsGFP,15,
SRP72,-0.26,0.916,FALSE,dKvsGFP,15,
SSBP1,0.115,0.916,FALSE,dKvsGFP,15,
USP24,-0.0875,0.916,FALSE,dKvsGFP,15,
ZNF281,-0.489,0.916,FALSE,dKvsGFP,15,
ZNF512,0.124,0.916,FALSE,dKvsGFP,15,
ARL2,-0.0787,0.917,FALSE,dKvsGFP,15,
ATP5B,0.0904,0.917,FALSE,dKvsGFP,15,
ATP5H,-0.113,0.917,FALSE,dKvsGFP,15,
CHAMP1,-0.284,0.917,FALSE,dKvsGFP,15,
CLINT1,0.163,0.917,FALSE,dKvsGFP,15,
COL22A1,0.359,0.917,FALSE,dKvsGFP,15,
CSRP3,0.185,0.917,FALSE,dKvsGFP,15,
DAP3,-0.122,0.917,FALSE,dKvsGFP,15,
EIF2A,-0.101,0.917,FALSE,dKvsGFP,15,
GALNT2,0.114,0.917,FALSE,dKvsGFP,15,
HIP1R,-0.174,0.917,FALSE,dKvsGFP,15,
HSPE1,0.466,0.917,FALSE,dKvsGFP,15,
MAPK1,0.128,0.917,FALSE,dKvsGFP,15,
MATN2,-0.41,0.917,FALSE,dKvsGFP,15,
MMTAG2,0.401,0.917,FALSE,dKvsGFP,15,
OXCT1,-0.134,0.917,FALSE,dKvsGFP,15,
PCCA,0.184,0.917,FALSE,dKvsGFP,15,
PLD3,0.158,0.917,FALSE,dKvsGFP,15,
RAF1,-0.0898,0.917,FALSE,dKvsGFP,15,
RPLP0,0.0513,0.917,FALSE,dKvsGFP,15,
RPS10,-0.113,0.917,FALSE,dKvsGFP,15,
SMARCD2,-0.149,0.917,FALSE,dKvsGFP,15,
SYVN1,-0.114,0.917,FALSE,dKvsGFP,15,
VPS36,0.0946,0.917,FALSE,dKvsGFP,15,
ALDH18A1,0.0916,0.918,FALSE,dKvsGFP,15,
ALDH3A2,-0.248,0.918,FALSE,dKvsGFP,15,
AMPD2,-0.108,0.918,FALSE,dKvsGFP,15,
ANK3,0.107,0.918,FALSE,dKvsGFP,15,
APEX1,0.163,0.918,FALSE,dKvsGFP,15,
ARHGEF16,-0.253,0.918,FALSE,dKvsGFP,15,
C3orf17,0.362,0.918,FALSE,dKvsGFP,15,
CDC73,0.155,0.918,FALSE,dKvsGFP,15,
DYNLL1,-0.104,0.918,FALSE,dKvsGFP,15,
FH,0.0987,0.918,FALSE,dKvsGFP,15,
FN1,0.286,0.918,FALSE,dKvsGFP,15,
GTPBP1,0.0725,0.918,FALSE,dKvsGFP,15,
KRT8,0.0861,0.918,FALSE,dKvsGFP,15,
LPCAT1,-0.0801,0.918,FALSE,dKvsGFP,15,
PARK7,0.116,0.918,FALSE,dKvsGFP,15,
PLEKHG3,0.16,0.918,FALSE,dKvsGFP,15,
RRAGA,0.112,0.918,FALSE,dKvsGFP,15,
SLC12A2,-0.165,0.918,FALSE,dKvsGFP,15,
TFB1M,0.121,0.918,FALSE,dKvsGFP,15,
