name,ID,ZNF436_vs_dK_p.val,ZNF436_vs_dK_p.adj,ZNF436_vs_dK_significant,ZNF436_vs_dK_ratio,dK_centered,GFP_centered,wt_centered,ZNF436_centered,role
NECAP2,F6SKB8,0.63441073,0.931,FALSE,0.1,-0.0853,-0.189,0.267,0.0148,
PANK4,Q9NVE7,0.637190884,0.931,FALSE,-0.0824,0.25,-0.0123,-0.825,0.167,
PRDX6,P30041,0.631348955,0.931,FALSE,-0.0492,0.122,-0.008,-0.385,0.0729,
SLTM,Q9NWH9,0.636386712,0.931,FALSE,-0.0736,0.515,-0.807,-1.38,0.442,
SURF4,Q5T8U5,0.632290853,0.931,FALSE,-0.0632,0.0466,-0.367,0.184,-0.0166,
TUBB4B,P68371,0.640103747,0.931,FALSE,-0.0386,0.0227,-0.0768,0.0374,-0.0158,
TXNL1,K7ER96,0.631941606,0.931,FALSE,-0.057,-0.0748,0.874,-0.17,-0.132,
VPS52,Q8N1B4,0.63726706,0.931,FALSE,-0.0497,-0.00421,-0.0933,0.178,-0.0539,
ZCCHC11,A0A0C4DFM7,0.631672721,0.931,FALSE,0.0796,-0.105,0.243,0.0971,-0.0249,
ACOT9,Q9Y305,0.647256153,0.932,FALSE,-0.0427,0.0891,-0.3,-0.0712,0.0464,
AGK,E9PC15,0.649948885,0.932,FALSE,-0.0376,0.0209,0.0678,-0.0537,-0.0167,
ANKFY1,Q9P2R3,0.644399429,0.932,FALSE,-0.0563,0.0235,0.00702,0.0138,-0.0328,
APOBEC3C,Q9NRW3,0.656837972,0.932,FALSE,-0.0697,0.0114,0.0287,0.0746,-0.0583,
CSE1L,P55060-4,0.648862578,0.932,FALSE,-0.0847,-0.206,0.473,0.68,-0.291,
DAP3,V9GYL9,0.646692248,0.932,FALSE,-0.0687,-0.0617,0.0555,0.347,-0.13,
DIMT1,A0A7P0T9J1,0.649721499,0.932,FALSE,-0.0541,-0.113,0.272,0.38,-0.167,
KRT9,P35527,0.646999445,0.932,FALSE,-0.175,0.206,-0.775,0.0422,0.0309,
LARP4,Q96J85,0.650955303,0.932,FALSE,-0.0434,0.0415,-0.185,0.044,-0.00196,
MAPK1,P28482,0.647134783,0.932,FALSE,0.0803,-0.0924,-0.15,0.309,-0.0121,
PLAA,Q9Y263,0.655318523,0.932,FALSE,0.111,-0.164,0.283,0.247,-0.0536,
RRBP1,Q9P2E9,0.65011633,0.932,FALSE,-0.0872,0.0262,-0.117,0.148,-0.0611,
SMYD1,Q8NB12,0.652418656,0.932,FALSE,0.169,0.661,0.663,-3.42,0.829,
TRNT1,A0A8V8TM71,0.655729972,0.932,FALSE,-0.051,0.0626,-0.117,-0.0702,0.0116,
UTRN,P46939,0.65227142,0.932,FALSE,-0.0518,0.14,-0.305,-0.252,0.0879,
ADPRHL1,A0A0U1RQK4,0.662574225,0.933,FALSE,-0.134,0.827,0.404,-3.31,0.693,
AFP,J3KMX3,0.660286784,0.933,FALSE,0.18,-0.382,-0.0614,1.21,-0.203,
AHCTF1,Q8WYP5,0.663428158,0.933,FALSE,0.073,-0.0375,0.159,-0.102,0.0355,
AP1G1,O43747,0.667963733,0.933,FALSE,0.0694,-0.04,-0.311,0.229,0.0294,
APEX1,G3V3M6,0.658480479,0.933,FALSE,-0.0948,0.000722,-0.118,0.266,-0.0941,
CLPB,Q9H078-2,0.664448665,0.933,FALSE,0.0519,-0.0421,0.0717,0.017,0.00973,
COPB2,A0A7I2V258,0.66743335,0.933,FALSE,0.0465,-0.111,-0.0333,0.373,-0.0646,
COPS2,P61201,0.659239074,0.933,FALSE,0.0602,-0.0387,0.276,-0.149,0.0214,
CS,O75390,0.666107782,0.933,FALSE,-0.102,0.0144,0.0802,0.0932,-0.0877,
CTBP1,H0Y8U5,0.658935167,0.933,FALSE,0.059,-0.0015,0.0152,-0.122,0.0575,
DDX17,A0A1X7SBZ2,0.669113203,0.933,FALSE,0.0421,-0.0575,0.111,0.0716,-0.0154,
ENO3,P13929,0.669995391,0.933,FALSE,-0.15,0.299,0.581,-1.28,0.149,
FLNC,Q14315-2,0.666669874,0.933,FALSE,-0.128,0.406,0.115,-1.45,0.278,
FXR1,A0A8V8TMQ1,0.670799869,0.933,FALSE,-0.0306,0.0193,0.00412,-0.0189,-0.0113,
H2AFY2,Q9P0M6,0.666051334,0.933,FALSE,0.0637,-0.148,-0.12,0.543,-0.0838,
HBS1L,Q9Y450-4,0.658483399,0.933,FALSE,0.0619,-0.0499,0.203,-0.0599,0.012,
KIF1C,O43896,0.658203191,0.933,FALSE,0.0533,-0.00162,-0.175,0.0168,0.0517,
MYBBP1A,Q9BQG0,0.663149489,0.933,FALSE,-0.0821,-0.065,0.428,0.139,-0.147,
NUP205,Q92621,0.661125227,0.933,FALSE,-0.0478,-0.0694,0.0329,0.351,-0.117,
PES1,B5MCF9,0.664803437,0.933,FALSE,-0.0361,-0.0287,0.0969,0.122,-0.0648,
PSMA4,P25789,0.665224544,0.933,FALSE,0.0788,-0.158,-0.0938,0.537,-0.0792,
QARS,P47897,0.671381986,0.933,FALSE,0.0366,-0.00943,-0.0989,0.0304,0.0272,
RNF213,A0A0A0MTR7,0.667490696,0.933,FALSE,-0.126,0.0995,-0.044,-0.118,-0.026,
STXBP3,O00186,0.668853921,0.933,FALSE,-0.0332,0.00994,-0.0736,0.0756,-0.0232,
TBCD,Q9BTW9-4,0.656927391,0.933,FALSE,-0.0559,0.0286,0.148,-0.102,-0.0273,
UBE2L3,P68036-2,0.671200922,0.933,FALSE,0.052,-0.0716,0.0552,0.146,-0.0196,
XRCC5,P13010,0.669926476,0.933,FALSE,0.0375,0.00398,-0.0283,-0.0721,0.0415,
YWHAZ,P63104,0.66696065,0.933,FALSE,0.072,0.0693,-0.386,-0.164,0.141,
ALDH16A1,Q8IZ83-3,0.673535636,0.934,FALSE,0.0561,-0.0408,-0.0236,0.0665,0.0154,
ALDH1A1,P00352,0.680325645,0.934,FALSE,0.0919,-0.156,-0.0382,0.465,-0.0639,
ATL3,Q6DD88,0.678566925,0.934,FALSE,-0.0711,0.0437,-0.406,0.238,-0.0274,
ATP6V1H,Q9UI12-2,0.679334922,0.934,FALSE,-0.0407,0.0391,-0.227,0.076,-0.00155,
CAND1,Q86VP6,0.680030939,0.934,FALSE,0.0449,0.088,-0.0753,-0.391,0.133,
COL6A1,P12109,0.677682949,0.934,FALSE,-0.297,0.421,0.522,-1.44,0.124,
CYB5R1,Q9UHQ9,0.685885625,0.934,FALSE,-0.0405,0.0667,-0.233,-0.0304,0.0262,
DARS2,Q6PI48,0.686198221,0.934,FALSE,0.0506,0.106,-0.0305,-0.506,0.157,
DLD,P09622,0.674004487,0.934,FALSE,-0.0857,0.22,0.164,-0.816,0.134,
EMG1,Q92979,0.676744351,0.934,FALSE,-0.174,-0.000429,0.00882,0.344,-0.174,
EXOC2,Q96KP1,0.676547559,0.934,FALSE,-0.0473,0.067,-0.0822,-0.119,0.0197,
FARSA,Q9Y285,0.678594563,0.934,FALSE,-0.0423,0.0615,0.0291,-0.181,0.0192,
GPC3,B4DTD8,0.672803433,0.934,FALSE,-0.115,-0.169,0.255,0.738,-0.285,
HSPH1,Q92598-2,0.68026162,0.934,FALSE,-0.0339,-0.0611,0.218,0.167,-0.095,
NDUFA4,O00483,0.682055277,0.934,FALSE,-0.0577,0.123,-0.19,-0.25,0.0652,
PKM,P14618,0.673202552,0.934,FALSE,0.0409,-0.0464,0.099,0.0379,-0.00552,
PPIB,A0A7P0Z497,0.675322479,0.934,FALSE,0.0821,-0.0153,-0.25,0.0638,0.0668,
PRPS1,P60891,0.672669191,0.934,FALSE,-0.0463,0.0582,0.134,-0.23,0.0119,
PSIP1,O75475,0.685466184,0.934,FALSE,-0.0998,-0.139,0.487,0.431,-0.239,
Q9UL54-2,Q9UL54-2,0.674229078,0.934,FALSE,0.063,0.00231,0.157,-0.24,0.0654,
RBM12B,Q8IXT5,0.67174766,0.934,FALSE,0.22,0.755,-2.09,-2.07,0.975,
RPS6KA1,Q15418-4,0.680902525,0.934,FALSE,-0.0434,-0.0382,-0.0606,0.28,-0.0816,
RTCA,O00442-2,0.683879273,0.934,FALSE,-0.0364,-0.0403,0.104,0.165,-0.0767,
SERPINA3,P01011,0.67724672,0.934,FALSE,0.137,-0.213,-0.109,0.653,-0.0763,
TLN1,Q9Y490,0.682081073,0.934,FALSE,-0.0532,0.05,-0.131,-0.00618,-0.00325,
TRMT1L,Q7Z2T5,0.67610826,0.934,FALSE,0.128,-0.242,0.33,0.494,-0.115,
ADAMTS15,Q8TE58,0.688341424,0.935,FALSE,0.107,-0.183,0.291,0.324,-0.0761,
ALDH9A1,P49189,0.687008913,0.935,FALSE,0.0614,-0.225,0.445,0.481,-0.164,
COL26A1,Q96A83-2,0.691003048,0.935,FALSE,-0.125,-0.294,0.402,1.16,-0.419,
EIF4A2,Q14240-2,0.69884884,0.935,FALSE,0.0507,-0.0729,-0.363,0.432,-0.0223,
FBLN1.1,P23142,0.694788314,0.935,FALSE,0.102,-0.184,-0.297,0.729,-0.0818,
FERMT2,Q96AC1,0.696536004,0.935,FALSE,0.0413,0.0787,0.215,-0.541,0.12,
GPC6,Q9Y625,0.690983515,0.935,FALSE,0.0702,-0.122,0.0626,0.307,-0.052,
HNRNPA0,Q13151,0.691408246,0.935,FALSE,-0.0496,0.0385,-0.0999,0.0118,-0.0111,
HSP90AB2P,Q58FF8,0.691975125,0.935,FALSE,0.211,0.0745,0.315,-0.929,0.285,
JAGN1,Q8N5M9,0.687361305,0.935,FALSE,-0.0637,-0.0213,0.0507,0.179,-0.085,
LEFTY2,O00292,0.69454435,0.935,FALSE,-0.15,-0.432,0.742,1.53,-0.582,
LRRC59,Q96AG4,0.690229265,0.935,FALSE,0.0919,-0.131,0.177,0.22,-0.0386,
MRPL9,Q9BYD2,0.698503043,0.935,FALSE,-0.0696,0.0494,-0.114,0.0173,-0.0202,
MYOM1,P52179,0.698758629,0.935,FALSE,0.31,0.566,0.57,-3.26,0.876,
NAP1L1,F8VV59,0.696446043,0.935,FALSE,0.0786,-0.12,0.489,-0.00344,-0.0413,
PCYT2,I3L1R7,0.68688601,0.935,FALSE,0.0448,0.0105,-0.0978,-0.0663,0.0553,
PDZD11,Q5EBL8,0.700446167,0.935,FALSE,-0.0703,0.0325,-0.135,0.101,-0.0379,
PHB2,Q99623,0.693867819,0.935,FALSE,-0.0581,0.0542,0.0386,-0.126,-0.00391,
PSMD3,O43242,0.699026616,0.935,FALSE,-0.0416,0.0671,-0.192,-0.0568,0.0254,
PTBP2,A0A6Q8PFC0,0.6985387,0.935,FALSE,-0.0641,0.16,-0.0275,-0.493,0.0958,
PTBP3,O95758-1,0.690263745,0.935,FALSE,0.0615,-0.0407,-0.157,0.145,0.0208,
RANBP3,B7Z7F3,0.689877606,0.935,FALSE,-0.0585,0.169,-0.303,-0.356,0.11,
RPL23A,P62750,0.688683258,0.935,FALSE,0.0365,-0.0174,-0.158,0.102,0.0192,
SH3PXD2B,A1X283,0.695186721,0.935,FALSE,-0.071,-0.0365,-0.0741,0.337,-0.107,
SLC8A1,P32418,0.700976343,0.935,FALSE,-0.112,0.276,0.0343,-0.902,0.164,
TRA2A,Q13595-4,0.688137616,0.935,FALSE,-0.0356,-0.0303,0.139,0.1,-0.066,
USP14,P54578-2,0.697359715,0.935,FALSE,-0.0418,0.0739,-0.26,-0.0386,0.0321,
ZC3H4,M0QY97,0.699029208,0.935,FALSE,-0.208,0.0605,0.0796,0.12,-0.147,
ATP5O,P48047,0.709871826,0.936,FALSE,0.0444,0.0173,-0.0351,-0.134,0.0616,
BTF3,P20290,0.713680569,0.936,FALSE,0.0715,0.0541,-0.0268,-0.342,0.126,
CDC42BPB,H0YLY0,0.709877689,0.936,FALSE,-0.0421,0.0486,-0.0459,-0.0796,0.0065,
CPNE3,O75131,0.711943144,0.936,FALSE,-0.0805,-0.119,0.262,0.464,-0.2,
DDOST,A0A0C4DGS1,0.704775287,0.936,FALSE,-0.065,0.0613,-0.219,0.0308,-0.00371,
DHX9,Q08211,0.705947405,0.936,FALSE,-0.0271,0.0112,0.00619,0.00536,-0.0159,
FKBP3,Q00688,0.715640428,0.936,FALSE,0.102,0.143,0.0602,-0.815,0.245,
FLOT2,Q14254,0.71794601,0.936,FALSE,-0.0432,0.187,-0.081,-0.609,0.144,
GNA11,P29992,0.708296178,0.936,FALSE,0.038,-0.00205,0.0792,-0.121,0.036,
HIST1H1B,P16401,0.71299012,0.936,FALSE,0.0729,0.109,-0.165,-0.47,0.182,
ITIH4,H7C0L5,0.714551565,0.936,FALSE,-0.108,-0.29,0.649,0.942,-0.398,
LYPLAL1,Q5VWZ2,0.704877914,0.936,FALSE,0.0416,-0.0298,0.196,-0.0944,0.0118,
NNT,Q13423,0.707751617,0.936,FALSE,-0.06,0.261,0.233,-1.08,0.201,
NT5DC2,Q9H857-2,0.706816446,0.936,FALSE,-0.0365,-0.0292,-0.149,0.289,-0.0657,
OCRL,Q01968-2,0.706964258,0.936,FALSE,-0.0554,-0.0119,-0.0371,0.183,-0.0674,
PATL1,Q86TB9-4,0.716827521,0.936,FALSE,-0.0825,-0.00767,-0.0993,0.262,-0.0902,
PCSK6,P29122-7,0.712182745,0.936,FALSE,-0.129,-0.159,0.0744,0.843,-0.288,
PTMA,B8ZZQ6,0.71207015,0.936,FALSE,-0.116,0.204,-0.487,-0.26,0.0881,
RAB8A,P61006,0.704911864,0.936,FALSE,-0.0881,-0.198,0.206,0.83,-0.286,
RANBP2,P49792,0.705682508,0.936,FALSE,-0.0333,-0.0515,0.124,0.19,-0.0848,
RCC2,Q9P258,0.707811316,0.936,FALSE,0.0383,-0.123,0.165,0.304,-0.0843,
SNRPB2,P08579,0.710195208,0.936,FALSE,0.0574,-0.0498,-0.0253,0.101,0.00766,
SNX2,O60749-2,0.71285729,0.936,FALSE,-0.0543,0.0914,-0.0735,-0.208,0.0371,
TOP2A,P11388,0.71752317,0.936,FALSE,-0.117,-0.129,0.0852,0.692,-0.246,
TPT1,Q5W0H4,0.715495493,0.936,FALSE,0.063,-0.0944,-0.0648,0.295,-0.0314,
TUBB3,Q13509,0.713078335,0.936,FALSE,0.0801,-0.141,-0.713,0.88,-0.0611,
UBAP2,A0A8C8MQ70,0.706457671,0.936,FALSE,-0.0669,0.0533,-0.204,0.0565,-0.0136,
VPS51,Q9UID3,0.70649868,0.936,FALSE,-0.0786,-0.0166,-0.34,0.45,-0.0952,
YTHDF2,Q9Y5A9,0.703843129,0.936,FALSE,-0.0537,0.0294,-0.164,0.0992,-0.0243,
AGPAT3,Q9NRZ7-2,0.72516654,0.937,FALSE,0.0743,-0.0178,-0.373,0.172,0.0565,
ATP5A1,P25705,0.733456113,0.937,FALSE,-0.0445,0.17,0.0154,-0.603,0.126,
CENPV,Q7Z7K6-3,0.723588462,0.937,FALSE,0.0496,0.033,-0.15,-0.131,0.0826,
CIRBP,Q14011,0.726165666,0.937,FALSE,0.0949,0.125,-0.206,-0.553,0.22,
CYB5R3,P00387-3,0.730892078,0.937,FALSE,0.0956,-0.112,0.0516,0.223,-0.0165,
DDX27,B7Z6D5,0.726196261,0.937,FALSE,-0.0353,-0.0312,0.0931,0.133,-0.0665,
DNAJA2,O60884,0.730143971,0.937,FALSE,-0.0387,0.0193,0.284,-0.189,-0.0194,
EMC3,Q9P0I2,0.728598846,0.937,FALSE,0.0556,-0.0369,0.0662,-0.00748,0.0186,
EPRS,P07814,0.719750092,0.937,FALSE,-0.0253,0.0214,0.0313,-0.0558,-0.00393,
FKBP8,Q14318,0.718617079,0.937,FALSE,-0.0686,-0.0914,0.407,0.232,-0.16,
FXR2,P51116,0.722470722,0.937,FALSE,0.0525,-0.00235,0.0483,-0.128,0.0501,
HDAC4,A0A7I2SVS4,0.722266215,0.937,FALSE,0.032,-0.0134,0.015,-0.0205,0.0186,
HNRNPDL,A0A087WUK2,0.719527411,0.937,FALSE,-0.0439,0.122,-0.0613,-0.359,0.0779,
HTRA3,P83110,0.730487315,0.937,FALSE,0.225,-0.494,0.0795,1.47,-0.269,
IPO5,O00410-3,0.719388956,0.937,FALSE,-0.0485,0.0897,-0.0861,-0.204,0.0411,
KIF2A,A0A6Q8PGH7,0.729007656,0.937,FALSE,-0.0323,-0.0112,0.152,0.00797,-0.0436,
MEPCE,Q7L2J0,0.724750915,0.937,FALSE,-0.0529,0.0632,0.166,-0.258,0.0103,
MOV10,Q5JR04,0.734381422,0.937,FALSE,0.0836,-0.147,-0.28,0.609,-0.0636,
PRKDC,P78527,0.731913625,0.937,FALSE,-0.0398,-0.0278,-0.00965,0.197,-0.0677,
RHEB,Q15382,0.732811269,0.937,FALSE,-0.0429,0.0585,-0.0101,-0.141,0.0156,
SHMT2,P34897,0.722993724,0.937,FALSE,-0.0642,-0.142,0.168,0.585,-0.206,
STXBP2,Q15833-2,0.723734378,0.937,FALSE,0.0658,-0.0618,-0.341,0.343,0.004,
TIMM23,O14925,0.731921984,0.937,FALSE,0.0453,-0.0302,0.118,-0.0487,0.0151,
TRAP1,Q12931-2,0.722962746,0.937,FALSE,-0.0293,0.102,-0.214,-0.206,0.0725,
USO1,O60763,0.718901881,0.937,FALSE,-0.0409,0.138,-0.416,-0.191,0.0967,
XPO7,E7ESC6,0.71915699,0.937,FALSE,0.0318,-0.0579,0.178,0.0492,-0.0261,
ALDOA,P04075,0.747222499,0.938,FALSE,0.0845,0.27,-0.135,-1.16,0.354,
AP2M1,A0A087WY71,0.738560026,0.938,FALSE,0.0272,0.0561,-0.113,-0.203,0.0832,
BRCC3,P46736-2,0.74907969,0.938,FALSE,0.0393,-0.0138,0.353,-0.259,0.0255,
C3,P01024,0.748832851,0.938,FALSE,0.163,-0.226,-0.474,0.896,-0.0632,
CARM1,Q86X55-1,0.745462228,0.938,FALSE,0.0377,-0.097,0.225,0.163,-0.0594,
CRKL,P46109,0.737176631,0.938,FALSE,0.06,0.0258,0.203,-0.359,0.0859,
DCTD,P32321-2,0.739733405,0.938,FALSE,0.132,-0.0268,-0.921,0.457,0.105,
EIF2S2,P20042,0.736467707,0.938,FALSE,-0.0336,-0.063,0.314,0.11,-0.0966,
GMDS,O60547,0.739717854,0.938,FALSE,0.0492,-0.0802,-0.0894,0.282,-0.031,
HABP2,Q14520-2,0.74366593,0.938,FALSE,-0.129,-0.128,-0.738,1.26,-0.256,
HDAC6,Q9UBN7,0.749874823,0.938,FALSE,0.0383,0.00887,-0.387,0.146,0.0472,
HIST1H4A,P62805,0.744526719,0.938,FALSE,0.0887,-0.124,-0.326,0.536,-0.0351,
IDH2,P48735,0.746852594,0.938,FALSE,-0.0284,0.161,-0.0656,-0.544,0.133,
IGF2BP3,O00425,0.738700998,0.938,FALSE,-0.0221,-0.00406,0.0425,0.0321,-0.0262,
KPNB1,Q14974,0.74446963,0.938,FALSE,-0.0429,-0.0283,0.19,0.0726,-0.0713,
KRT8,CON__P05787,0.746197646,0.938,FALSE,-0.0418,-0.114,-0.383,0.797,-0.156,
MCCC1,Q96RQ3,0.745615365,0.938,FALSE,-0.0805,0.261,-0.0114,-0.877,0.181,
MCM6,Q14566,0.749139466,0.938,FALSE,-0.0409,-0.0609,0.2,0.192,-0.102,
MEST,C9JW74,0.750034667,0.938,FALSE,-0.0836,0.00229,0.356,-0.0792,-0.0813,
MYD88,Q99836-5,0.736684552,0.938,FALSE,-0.0454,0.0169,-0.0149,0.0329,-0.0284,
MYL12A,J3QRS3,0.738547836,0.938,FALSE,-0.0887,0.164,-0.317,-0.269,0.0756,
NCLN,Q969V3-2,0.744877336,0.938,FALSE,0.0438,-0.0436,-0.0855,0.144,0.000223,
NDUFS4,O43181,0.741778365,0.938,FALSE,-0.056,0.249,-0.14,-0.792,0.193,
OXA1L,A0A087X0L7,0.74650441,0.938,FALSE,0.0502,-0.0106,0.0578,-0.0966,0.0396,
PCCA,P05165,0.740444757,0.938,FALSE,-0.0773,0.196,-0.00971,-0.622,0.118,
PDCD6IP,Q8WUM4,0.746229602,0.938,FALSE,0.0445,-0.0193,-0.114,0.0642,0.0252,
PDK1,Q15118,0.737440319,0.938,FALSE,-0.0714,0.341,0.506,-1.56,0.269,
PPM1G,O15355,0.743477318,0.938,FALSE,0.0637,0.0279,0.0318,-0.26,0.0916,
PPME1,Q9Y570,0.744395882,0.938,FALSE,0.0393,0.0995,-0.0766,-0.426,0.139,
PRKAA1,Q13131-2,0.739683344,0.938,FALSE,0.0292,0.0806,-0.225,-0.23,0.11,
RPN1,P04843,0.735708329,0.938,FALSE,0.0358,-0.0127,-0.182,0.1,0.0232,
RTKN,Q9BST9,0.749109312,0.938,FALSE,0.0516,-0.0957,-0.217,0.424,-0.0441,
SEC63,Q9UGP8,0.742563434,0.938,FALSE,-0.0451,0.0608,-0.146,-0.0557,0.0157,
SLC25A4,P12235,0.742609125,0.938,FALSE,-0.0685,0.382,0.192,-1.52,0.313,
SLC25A5,P05141,0.74610999,0.938,FALSE,-0.0386,0.137,-0.0944,-0.408,0.0984,
SUMO1,B8ZZN6,0.737003069,0.938,FALSE,0.0438,-0.0595,-0.0143,0.16,-0.0157,
AHSA1,O95433,0.758564861,0.939,FALSE,-0.046,0.137,-0.172,-0.342,0.0911,
AKAP8,A0A7P0T893,0.759271404,0.939,FALSE,0.0962,0.256,-1.12,-0.468,0.353,
AP3M1,Q9Y2T2,0.753624999,0.939,FALSE,0.0343,-0.0385,-0.0614,0.126,-0.00419,
CERS2,Q5SZE2,0.768805923,0.939,FALSE,0.0483,-0.0663,-0.409,0.442,-0.018,
CHMP4B,Q9H444,0.752582994,0.939,FALSE,0.039,0.122,-0.359,-0.326,0.161,
CLTC,Q00610,0.762952017,0.939,FALSE,-0.0266,-0.0516,-0.0849,0.316,-0.0781,
DHX29,Q7Z478,0.766413977,0.939,FALSE,-0.0902,-0.115,-0.00751,0.647,-0.206,
DNAJC10,A0A7P0TAQ9,0.76236831,0.939,FALSE,-0.0653,0.117,-0.882,0.252,0.0514,
EIF2A,Q9BY44,0.760226148,0.939,FALSE,-0.0406,-0.0109,0.0583,0.0858,-0.0515,
GCDH,Q92947,0.765679059,0.939,FALSE,-0.0435,0.037,0.144,-0.157,-0.00652,
HEATR1,Q9H583,0.760400917,0.939,FALSE,0.0661,-0.22,0.456,0.442,-0.153,
HELZ,P42694,0.761469027,0.939,FALSE,-0.072,-0.000867,0.416,-0.13,-0.0729,
HIP1,O00291-3,0.768521899,0.939,FALSE,0.0675,-0.0455,0.117,-0.0314,0.022,
HNRNPH2,P55795,0.759291061,0.939,FALSE,-0.0383,0.0317,-0.148,0.0486,-0.0066,
KIF5B,P33176,0.754358819,0.939,FALSE,-0.0408,-0.00833,0.0208,0.101,-0.0492,
KPNA1,P52294,0.763527213,0.939,FALSE,-0.042,0.0929,-0.122,-0.206,0.0509,
LDB3,V5T7C5,0.767331255,0.939,FALSE,0.174,0.218,0.198,-1.35,0.391,
MARS,P56192,0.755035181,0.939,FALSE,0.0403,-0.0584,0.0719,0.105,-0.0181,
MCU,Q8NE86-3,0.753227927,0.939,FALSE,-0.0433,0.00565,-0.0212,0.0781,-0.0377,
MGEA5,O60502-4,0.765724693,0.939,FALSE,0.0481,-0.0778,0.229,0.0626,-0.0298,
MSH6,A0A494C0M1,0.766562512,0.939,FALSE,0.0421,-0.152,0.395,0.26,-0.11,
NOP2,P46087,0.766364456,0.939,FALSE,-0.0393,-0.0691,0.0903,0.295,-0.108,
PFKL,P17858,0.752286856,0.939,FALSE,-0.0253,0.00829,-0.16,0.124,-0.017,
RCN2,Q14257,0.75963578,0.939,FALSE,0.0851,-0.245,0.447,0.511,-0.16,
RPL19,J3QR09,0.764698448,0.939,FALSE,0.0347,-0.0222,-0.172,0.134,0.0125,
RRP12,Q5JTH9-2,0.768904081,0.939,FALSE,-0.0769,-0.113,0.774,0.0901,-0.19,
SNTB1,Q13884,0.765797171,0.939,FALSE,-0.0619,0.0622,-0.405,0.144,0.000366,
TJP1,A0A0G2JNH2,0.761166347,0.939,FALSE,-0.0543,0.191,-0.145,-0.56,0.137,
ADH1B,D6RHZ6,0.771748523,0.94,FALSE,-0.0407,0.104,-0.45,-0.0355,0.0635,
CEP85,Q6P2H3-2,0.775903738,0.94,FALSE,-0.0629,0.0826,-0.29,-0.0109,0.0196,
CON__P08727,CON__P08727,0.770715387,0.94,FALSE,0.0546,-0.188,-0.605,1.05,-0.134,
COPS4,D6RAX7,0.784097902,0.94,FALSE,-0.0425,-0.0115,-0.0505,0.165,-0.054,
DYNLRB1,Q9NP97,0.770026858,0.94,FALSE,0.0314,0.0183,-0.0116,-0.128,0.0497,
EIF2AK2,A0A7P0TBA9,0.785577991,0.94,FALSE,-0.0352,-0.0242,0.0796,0.114,-0.0593,
EIF5B,A0A087WUT6,0.785342912,0.94,FALSE,-0.0426,-0.00739,0.337,-0.11,-0.05,
ETF1,P62495,0.770083914,0.94,FALSE,0.0407,0.0377,-0.164,-0.123,0.0785,
IDH3A,H0YL72,0.778105666,0.94,FALSE,-0.0784,0.00918,0.043,0.0914,-0.0693,
KIAA0196,Q12768,0.782139276,0.94,FALSE,0.0355,-0.0468,0.122,0.0345,-0.0113,
MAP2K4,P45985,0.770295391,0.94,FALSE,-0.0342,0.0685,-0.073,-0.157,0.0343,
MSH2,P43246,0.786297267,0.94,FALSE,0.035,-0.113,0.164,0.272,-0.0778,
NAMPT,P43490,0.788186991,0.94,FALSE,0.029,0.11,-0.299,-0.301,0.14,
NUP188,Q5SRE5,0.784995237,0.94,FALSE,-0.0787,0.0306,-0.107,0.106,-0.0481,
NUP214,A0A8Q3SHZ4,0.779210993,0.94,FALSE,0.0368,-0.0492,0.249,-0.0431,-0.0124,
PIK3C2A,O00443,0.786772954,0.94,FALSE,0.0462,-0.13,-0.126,0.51,-0.0834,
PLD3,A0A8V8TQH6,0.777374713,0.94,FALSE,-0.0571,0.046,-0.191,0.0571,-0.011,
POR,P16435,0.772076785,0.94,FALSE,0.0767,-0.27,0.0855,0.868,-0.193,
PRDX5,P30044-2,0.779140951,0.94,FALSE,0.0313,-0.0865,-0.0565,0.321,-0.0552,
PRPSAP1,Q14558,0.779546994,0.94,FALSE,0.0356,-0.0491,0.0247,0.109,-0.0135,
RERE,Q9P2R6,0.783504832,0.94,FALSE,-0.06,0.00429,0.0822,0.048,-0.0557,
RPF2,Q9H7B2,0.773787156,0.94,FALSE,0.0489,-0.0979,0.131,0.206,-0.049,
RTCB,Q9Y3I0,0.774359618,0.94,FALSE,-0.0203,-0.105,0.171,0.346,-0.125,
SAFB2,Q14151,0.771846335,0.94,FALSE,-0.0549,0.245,-0.183,-0.748,0.19,
SLC16A3,J3QQV2,0.784387125,0.94,FALSE,-0.0403,0.153,0.0956,-0.597,0.113,
STRAP,Q9Y3F4-2,0.785830193,0.94,FALSE,0.0289,-0.137,0.322,0.277,-0.109,
SUCLA2,A0A2R8YDQ9,0.77082716,0.94,FALSE,-0.0484,0.175,0.205,-0.739,0.126,
SULT1E1,P49888,0.780282362,0.94,FALSE,-0.069,-0.0217,-0.334,0.448,-0.0907,
TBCE,A0A2R8Y6Q1,0.782947245,0.94,FALSE,0.0372,-0.112,0.403,0.107,-0.0752,
TSFM,P43897,0.77612253,0.94,FALSE,-0.0348,0.168,-0.158,-0.497,0.133,
TWF2,Q6IBS0,0.786440844,0.94,FALSE,0.0384,-0.0406,-0.341,0.313,-0.00219,
ACLY,P53396-2,0.795482035,0.941,FALSE,-0.0345,-0.0932,0.118,0.363,-0.128,
ANGPTL4,Q9BY76,0.805719427,0.941,FALSE,0.0937,-0.119,0.212,0.146,-0.0248,
ANP32E,Q9BTT0-3,0.79299313,0.941,FALSE,-0.0652,-0.132,0.559,0.285,-0.197,
